,episode,timesteps,penalties,score
95741,95741,21,1,-9
95742,95742,16,0,5
95743,95743,14,0,7
95744,95744,12,1,0
95745,95745,17,0,4
95746,95746,10,0,11
95747,95747,15,0,6
95748,95748,17,0,4
95749,95749,10,1,2
95750,95750,8,0,13
95751,95751,13,0,8
95752,95752,9,0,12
95753,95753,13,0,8
95754,95754,13,1,-1
95755,95755,10,0,11
95756,95756,13,0,8
95757,95757,10,0,11
95758,95758,18,1,-6
95759,95759,12,0,9
95760,95760,22,0,-1
95761,95761,12,0,9
95762,95762,16,1,-4
95763,95763,14,0,7
95764,95764,17,0,4
95765,95765,15,0,6
95766,95766,13,0,8
95767,95767,15,0,6
95768,95768,17,0,4
95769,95769,17,1,-5
95770,95770,13,1,-1
95771,95771,18,1,-6
95772,95772,15,0,6
95773,95773,15,0,6
95774,95774,14,0,7
95775,95775,20,1,-8
95776,95776,14,0,7
95777,95777,14,1,-2
95778,95778,13,1,-1
95779,95779,8,0,13
95780,95780,19,1,-7
95781,95781,10,0,11
95782,95782,12,0,9
95783,95783,14,0,7
95784,95784,13,1,-1
95785,95785,9,0,12
95786,95786,17,0,4
95787,95787,17,0,4
95788,95788,14,0,7
95789,95789,12,1,0
95790,95790,18,2,-15
95791,95791,15,0,6
95792,95792,17,1,-5
95793,95793,20,1,-8
95794,95794,15,0,6
95795,95795,24,0,-3
95796,95796,15,1,-3
95797,95797,13,0,8
95798,95798,16,2,-13
95799,95799,13,0,8
95800,95800,17,0,4
95801,95801,24,2,-21
95802,95802,11,0,10
95803,95803,20,1,-8
95804,95804,16,1,-4
95805,95805,17,0,4
95806,95806,13,0,8
95807,95807,15,1,-3
95808,95808,13,0,8
95809,95809,13,0,8
95810,95810,9,0,12
95811,95811,16,1,-4
95812,95812,16,1,-4
95813,95813,17,0,4
95814,95814,10,0,11
95815,95815,12,0,9
95816,95816,14,0,7
95817,95817,21,1,-9
95818,95818,13,0,8
95819,95819,11,0,10
95820,95820,12,1,0
95821,95821,15,1,-3
95822,95822,16,0,5
95823,95823,16,0,5
95824,95824,13,0,8
95825,95825,14,0,7
95826,95826,11,0,10
95827,95827,15,0,6
95828,95828,17,0,4
95829,95829,14,0,7
95830,95830,7,0,14
95831,95831,16,0,5
95832,95832,17,0,4
95833,95833,15,1,-3
95834,95834,19,0,2
95835,95835,16,1,-4
95836,95836,16,0,5
95837,95837,17,0,4
95838,95838,11,0,10
95839,95839,14,0,7
95840,95840,11,0,10
95841,95841,13,0,8
95842,95842,15,0,6
95843,95843,13,0,8
95844,95844,13,0,8
95845,95845,10,0,11
95846,95846,10,0,11
95847,95847,20,2,-17
95848,95848,21,1,-9
95849,95849,9,0,12
95850,95850,11,1,1
95851,95851,10,1,2
95852,95852,17,0,4
95853,95853,14,1,-2
95854,95854,14,0,7
95855,95855,19,1,-7
95856,95856,17,0,4
95857,95857,19,1,-7
95858,95858,20,0,1
95859,95859,13,0,8
95860,95860,17,1,-5
95861,95861,13,0,8
95862,95862,13,0,8
95863,95863,15,2,-12
95864,95864,17,1,-5
95865,95865,16,0,5
95866,95866,11,0,10
95867,95867,12,1,0
95868,95868,16,1,-4
95869,95869,19,0,2
95870,95870,15,0,6
95871,95871,19,0,2
95872,95872,13,0,8
95873,95873,18,2,-15
95874,95874,17,0,4
95875,95875,10,0,11
95876,95876,12,0,9
95877,95877,20,0,1
95878,95878,9,0,12
95879,95879,20,2,-17
95880,95880,16,0,5
95881,95881,14,0,7
95882,95882,17,0,4
95883,95883,17,2,-14
95884,95884,17,1,-5
95885,95885,20,0,1
95886,95886,11,0,10
95887,95887,17,0,4
95888,95888,16,0,5
95889,95889,15,0,6
95890,95890,16,1,-4
95891,95891,13,0,8
95892,95892,11,0,10
95893,95893,17,1,-5
95894,95894,16,1,-4
95895,95895,16,0,5
95896,95896,10,0,11
95897,95897,25,1,-13
95898,95898,10,0,11
95899,95899,14,1,-2
95900,95900,11,0,10
95901,95901,19,0,2
95902,95902,14,1,-2
95903,95903,15,1,-3
95904,95904,15,1,-3
95905,95905,13,0,8
95906,95906,19,1,-7
95907,95907,17,1,-5
95908,95908,13,0,8
95909,95909,10,0,11
95910,95910,16,1,-4
95911,95911,12,0,9
95912,95912,15,1,-3
95913,95913,12,0,9
95914,95914,20,2,-17
95915,95915,11,0,10
95916,95916,25,1,-13
95917,95917,18,1,-6
95918,95918,18,2,-15
95919,95919,10,0,11
95920,95920,12,0,9
95921,95921,9,0,12
95922,95922,12,0,9
95923,95923,16,0,5
95924,95924,15,0,6
95925,95925,11,0,10
95926,95926,18,1,-6
95927,95927,14,0,7
95928,95928,13,0,8
95929,95929,12,0,9
95930,95930,12,0,9
95931,95931,15,1,-3
95932,95932,16,1,-4
95933,95933,15,0,6
95934,95934,16,1,-4
95935,95935,14,1,-2
95936,95936,10,1,2
95937,95937,16,0,5
95938,95938,20,0,1
95939,95939,10,0,11
95940,95940,21,2,-18
95941,95941,12,1,0
95942,95942,15,1,-3
95943,95943,16,2,-13
95944,95944,22,2,-19
95945,95945,23,2,-20
95946,95946,16,0,5
95947,95947,20,1,-8
95948,95948,12,0,9
95949,95949,16,0,5
95950,95950,16,0,5
95951,95951,11,0,10
95952,95952,12,0,9
95953,95953,13,0,8
95954,95954,11,0,10
95955,95955,11,1,1
95956,95956,12,1,0
95957,95957,10,0,11
95958,95958,12,1,0
95959,95959,11,0,10
95960,95960,16,0,5
95961,95961,21,1,-9
95962,95962,11,0,10
95963,95963,20,0,1
95964,95964,18,0,3
95965,95965,17,0,4
95966,95966,12,0,9
95967,95967,17,0,4
95968,95968,15,0,6
95969,95969,14,0,7
95970,95970,16,0,5
95971,95971,11,0,10
95972,95972,16,2,-13
95973,95973,18,1,-6
95974,95974,13,0,8
95975,95975,16,1,-4
95976,95976,15,0,6
95977,95977,16,0,5
95978,95978,12,0,9
95979,95979,12,0,9
95980,95980,11,1,1
95981,95981,18,1,-6
95982,95982,12,0,9
95983,95983,15,1,-3
95984,95984,19,1,-7
95985,95985,9,0,12
95986,95986,18,0,3
95987,95987,13,1,-1
95988,95988,10,0,11
95989,95989,19,0,2
95990,95990,17,1,-5
95991,95991,11,0,10
95992,95992,13,0,8
95993,95993,12,0,9
95994,95994,14,0,7
95995,95995,12,0,9
95996,95996,16,2,-13
95997,95997,13,0,8
95998,95998,18,1,-6
95999,95999,16,1,-4
96000,96000,17,2,-14
96001,96001,10,0,11
96002,96002,14,0,7
96003,96003,15,2,-12
96004,96004,17,0,4
96005,96005,16,1,-4
96006,96006,14,0,7
96007,96007,18,0,3
96008,96008,20,2,-17
96009,96009,15,1,-3
96010,96010,12,0,9
96011,96011,14,1,-2
96012,96012,16,1,-4
96013,96013,14,1,-2
96014,96014,15,1,-3
96015,96015,17,1,-5
96016,96016,19,1,-7
96017,96017,7,0,14
96018,96018,18,1,-6
96019,96019,14,1,-2
96020,96020,15,0,6
96021,96021,12,0,9
96022,96022,13,0,8
96023,96023,14,0,7
96024,96024,15,0,6
96025,96025,14,0,7
96026,96026,16,1,-4
96027,96027,11,0,10
96028,96028,11,1,1
96029,96029,14,0,7
96030,96030,14,0,7
96031,96031,16,0,5
96032,96032,7,0,14
96033,96033,15,0,6
96034,96034,12,0,9
96035,96035,19,1,-7
96036,96036,14,1,-2
96037,96037,15,0,6
96038,96038,19,1,-7
96039,96039,14,1,-2
96040,96040,12,0,9
96041,96041,19,0,2
96042,96042,9,0,12
96043,96043,14,0,7
96044,96044,17,0,4
96045,96045,19,1,-7
96046,96046,17,0,4
96047,96047,16,0,5
96048,96048,14,1,-2
96049,96049,14,1,-2
96050,96050,21,1,-9
96051,96051,14,2,-11
96052,96052,14,0,7
96053,96053,12,0,9
96054,96054,7,0,14
96055,96055,18,0,3
96056,96056,11,0,10
96057,96057,16,0,5
96058,96058,14,1,-2
96059,96059,11,0,10
96060,96060,13,1,-1
96061,96061,10,0,11
96062,96062,15,0,6
96063,96063,14,0,7
96064,96064,12,1,0
96065,96065,10,0,11
96066,96066,16,0,5
96067,96067,20,0,1
96068,96068,7,0,14
96069,96069,10,0,11
96070,96070,16,1,-4
96071,96071,16,1,-4
96072,96072,12,0,9
96073,96073,13,0,8
96074,96074,15,1,-3
96075,96075,18,1,-6
96076,96076,12,1,0
96077,96077,13,1,-1
96078,96078,13,0,8
96079,96079,15,0,6
96080,96080,15,0,6
96081,96081,16,1,-4
96082,96082,13,0,8
96083,96083,16,0,5
96084,96084,15,0,6
96085,96085,20,1,-8
96086,96086,14,0,7
96087,96087,17,1,-5
96088,96088,10,0,11
96089,96089,11,0,10
96090,96090,16,1,-4
96091,96091,15,0,6
96092,96092,13,1,-1
96093,96093,15,0,6
96094,96094,16,0,5
96095,96095,14,0,7
96096,96096,12,1,0
96097,96097,24,2,-21
96098,96098,16,1,-4
96099,96099,14,0,7
96100,96100,11,0,10
96101,96101,13,0,8
96102,96102,18,1,-6
96103,96103,13,1,-1
96104,96104,11,0,10
96105,96105,9,0,12
96106,96106,13,0,8
96107,96107,10,0,11
96108,96108,11,0,10
96109,96109,14,0,7
96110,96110,6,0,15
96111,96111,14,0,7
96112,96112,14,0,7
96113,96113,13,0,8
96114,96114,11,1,1
96115,96115,20,1,-8
96116,96116,18,1,-6
96117,96117,16,1,-4
96118,96118,14,0,7
96119,96119,15,1,-3
96120,96120,15,0,6
96121,96121,16,1,-4
96122,96122,20,3,-26
96123,96123,9,1,3
96124,96124,17,0,4
96125,96125,12,1,0
96126,96126,18,2,-15
96127,96127,16,0,5
96128,96128,9,0,12
96129,96129,14,1,-2
96130,96130,10,0,11
96131,96131,15,1,-3
96132,96132,14,0,7
96133,96133,11,0,10
96134,96134,20,1,-8
96135,96135,16,1,-4
96136,96136,20,2,-17
96137,96137,14,0,7
96138,96138,21,0,0
96139,96139,10,0,11
96140,96140,19,2,-16
96141,96141,12,1,0
96142,96142,13,0,8
96143,96143,23,2,-20
96144,96144,12,1,0
96145,96145,12,1,0
96146,96146,17,0,4
96147,96147,13,0,8
96148,96148,18,2,-15
96149,96149,14,0,7
96150,96150,20,0,1
96151,96151,14,0,7
96152,96152,12,0,9
96153,96153,13,1,-1
96154,96154,13,0,8
96155,96155,18,0,3
96156,96156,14,0,7
96157,96157,20,1,-8
96158,96158,12,0,9
96159,96159,23,1,-11
96160,96160,17,1,-5
96161,96161,15,1,-3
96162,96162,23,3,-29
96163,96163,10,0,11
96164,96164,12,1,0
96165,96165,15,0,6
96166,96166,12,0,9
96167,96167,14,0,7
96168,96168,11,0,10
96169,96169,15,1,-3
96170,96170,18,1,-6
96171,96171,19,0,2
96172,96172,16,0,5
96173,96173,12,0,9
96174,96174,15,0,6
96175,96175,11,1,1
96176,96176,16,1,-4
96177,96177,15,0,6
96178,96178,17,0,4
96179,96179,11,0,10
96180,96180,18,2,-15
96181,96181,16,0,5
96182,96182,19,1,-7
96183,96183,10,0,11
96184,96184,14,0,7
96185,96185,13,0,8
96186,96186,18,1,-6
96187,96187,15,0,6
96188,96188,15,1,-3
96189,96189,11,0,10
96190,96190,22,2,-19
96191,96191,18,1,-6
96192,96192,15,0,6
96193,96193,8,0,13
96194,96194,16,0,5
96195,96195,11,0,10
96196,96196,11,0,10
96197,96197,16,0,5
96198,96198,19,1,-7
96199,96199,13,0,8
96200,96200,11,0,10
96201,96201,9,0,12
96202,96202,19,1,-7
96203,96203,12,1,0
96204,96204,18,0,3
96205,96205,19,1,-7
96206,96206,11,0,10
96207,96207,15,1,-3
96208,96208,13,2,-10
96209,96209,17,1,-5
96210,96210,10,0,11
96211,96211,18,1,-6
96212,96212,20,1,-8
96213,96213,11,1,1
96214,96214,15,0,6
96215,96215,15,1,-3
96216,96216,13,1,-1
96217,96217,16,0,5
96218,96218,17,0,4
96219,96219,10,0,11
96220,96220,14,0,7
96221,96221,18,1,-6
96222,96222,13,1,-1
96223,96223,14,1,-2
96224,96224,15,0,6
96225,96225,25,4,-40
96226,96226,7,0,14
96227,96227,15,1,-3
96228,96228,15,1,-3
96229,96229,11,0,10
96230,96230,13,0,8
96231,96231,13,1,-1
96232,96232,9,0,12
96233,96233,17,0,4
96234,96234,16,0,5
96235,96235,9,0,12
96236,96236,15,1,-3
96237,96237,18,0,3
96238,96238,15,1,-3
96239,96239,14,0,7
96240,96240,18,2,-15
96241,96241,21,0,0
96242,96242,9,0,12
96243,96243,19,1,-7
96244,96244,12,0,9
96245,96245,10,0,11
96246,96246,12,0,9
96247,96247,15,0,6
96248,96248,18,1,-6
96249,96249,14,1,-2
96250,96250,17,0,4
96251,96251,15,1,-3
96252,96252,17,0,4
96253,96253,17,0,4
96254,96254,8,0,13
96255,96255,15,2,-12
96256,96256,18,0,3
96257,96257,14,0,7
96258,96258,14,0,7
96259,96259,19,0,2
96260,96260,19,1,-7
96261,96261,17,1,-5
96262,96262,12,0,9
96263,96263,20,0,1
96264,96264,18,0,3
96265,96265,11,0,10
96266,96266,15,1,-3
96267,96267,18,1,-6
96268,96268,21,3,-27
96269,96269,16,1,-4
96270,96270,13,0,8
96271,96271,19,0,2
96272,96272,14,1,-2
96273,96273,19,1,-7
96274,96274,14,1,-2
96275,96275,16,0,5
96276,96276,16,1,-4
96277,96277,15,1,-3
96278,96278,12,0,9
96279,96279,10,0,11
96280,96280,11,1,1
96281,96281,10,0,11
96282,96282,19,0,2
96283,96283,14,1,-2
96284,96284,8,1,4
96285,96285,17,0,4
96286,96286,14,1,-2
96287,96287,6,0,15
96288,96288,20,1,-8
96289,96289,20,1,-8
96290,96290,18,0,3
96291,96291,9,0,12
96292,96292,17,0,4
96293,96293,17,1,-5
96294,96294,12,0,9
96295,96295,10,0,11
96296,96296,16,0,5
96297,96297,19,0,2
96298,96298,18,1,-6
96299,96299,16,1,-4
96300,96300,22,0,-1
96301,96301,12,0,9
96302,96302,14,0,7
96303,96303,15,1,-3
96304,96304,13,0,8
96305,96305,13,0,8
96306,96306,19,1,-7
96307,96307,14,0,7
96308,96308,21,1,-9
96309,96309,18,0,3
96310,96310,16,1,-4
96311,96311,14,0,7
96312,96312,20,2,-17
96313,96313,17,1,-5
96314,96314,17,0,4
96315,96315,16,0,5
96316,96316,15,0,6
96317,96317,20,0,1
96318,96318,13,1,-1
96319,96319,14,0,7
96320,96320,11,0,10
96321,96321,15,0,6
96322,96322,12,0,9
96323,96323,15,1,-3
96324,96324,16,0,5
96325,96325,18,0,3
96326,96326,12,0,9
96327,96327,15,0,6
96328,96328,18,2,-15
96329,96329,14,0,7
96330,96330,16,0,5
96331,96331,11,0,10
96332,96332,9,0,12
96333,96333,11,0,10
96334,96334,13,0,8
96335,96335,14,1,-2
96336,96336,13,0,8
96337,96337,13,0,8
96338,96338,7,0,14
96339,96339,11,1,1
96340,96340,13,0,8
96341,96341,14,0,7
96342,96342,11,0,10
96343,96343,15,0,6
96344,96344,15,0,6
96345,96345,16,0,5
96346,96346,19,3,-25
96347,96347,18,0,3
96348,96348,17,0,4
96349,96349,10,1,2
96350,96350,23,1,-11
96351,96351,11,0,10
96352,96352,13,0,8
96353,96353,19,0,2
96354,96354,18,1,-6
96355,96355,14,0,7
96356,96356,9,0,12
96357,96357,15,0,6
96358,96358,21,3,-27
96359,96359,15,0,6
96360,96360,19,0,2
96361,96361,17,0,4
96362,96362,18,0,3
96363,96363,14,0,7
96364,96364,13,0,8
96365,96365,14,0,7
96366,96366,14,0,7
96367,96367,16,1,-4
96368,96368,22,0,-1
96369,96369,16,0,5
96370,96370,16,0,5
96371,96371,12,0,9
96372,96372,18,1,-6
96373,96373,17,0,4
96374,96374,21,1,-9
96375,96375,15,1,-3
96376,96376,17,0,4
96377,96377,21,1,-9
96378,96378,11,1,1
96379,96379,14,0,7
96380,96380,14,0,7
96381,96381,20,0,1
96382,96382,19,0,2
96383,96383,10,0,11
96384,96384,20,0,1
96385,96385,14,0,7
96386,96386,18,0,3
96387,96387,13,0,8
96388,96388,19,2,-16
96389,96389,16,0,5
96390,96390,16,0,5
96391,96391,15,0,6
96392,96392,16,1,-4
96393,96393,17,1,-5
96394,96394,12,0,9
96395,96395,15,1,-3
96396,96396,16,0,5
96397,96397,15,1,-3
96398,96398,16,0,5
96399,96399,19,1,-7
96400,96400,12,1,0
96401,96401,9,0,12
96402,96402,11,0,10
96403,96403,10,0,11
96404,96404,14,0,7
96405,96405,11,1,1
96406,96406,12,0,9
96407,96407,10,0,11
96408,96408,16,1,-4
96409,96409,14,0,7
96410,96410,12,0,9
96411,96411,15,0,6
96412,96412,13,0,8
96413,96413,14,0,7
96414,96414,19,2,-16
96415,96415,17,0,4
96416,96416,15,0,6
96417,96417,12,0,9
96418,96418,22,1,-10
96419,96419,15,0,6
96420,96420,13,0,8
96421,96421,18,1,-6
96422,96422,17,2,-14
96423,96423,15,1,-3
96424,96424,18,1,-6
96425,96425,15,0,6
96426,96426,16,2,-13
96427,96427,19,0,2
96428,96428,12,1,0
96429,96429,16,0,5
96430,96430,15,0,6
96431,96431,13,1,-1
96432,96432,17,2,-14
96433,96433,10,0,11
96434,96434,16,0,5
96435,96435,7,0,14
96436,96436,17,1,-5
96437,96437,13,0,8
96438,96438,16,2,-13
96439,96439,22,1,-10
96440,96440,23,2,-20
96441,96441,12,0,9
96442,96442,19,1,-7
96443,96443,12,0,9
96444,96444,15,1,-3
96445,96445,15,0,6
96446,96446,13,1,-1
96447,96447,20,0,1
96448,96448,15,0,6
96449,96449,17,2,-14
96450,96450,6,0,15
96451,96451,16,0,5
96452,96452,12,0,9
96453,96453,17,1,-5
96454,96454,12,0,9
96455,96455,20,1,-8
96456,96456,13,0,8
96457,96457,12,1,0
96458,96458,15,0,6
96459,96459,12,0,9
96460,96460,13,0,8
96461,96461,12,1,0
96462,96462,22,0,-1
96463,96463,7,0,14
96464,96464,18,1,-6
96465,96465,17,2,-14
96466,96466,17,0,4
96467,96467,13,0,8
96468,96468,15,0,6
96469,96469,13,0,8
96470,96470,15,0,6
96471,96471,8,0,13
96472,96472,10,0,11
96473,96473,13,0,8
96474,96474,17,2,-14
96475,96475,13,0,8
96476,96476,14,1,-2
96477,96477,20,0,1
96478,96478,13,0,8
96479,96479,12,0,9
96480,96480,15,0,6
96481,96481,17,0,4
96482,96482,16,0,5
96483,96483,16,1,-4
96484,96484,19,1,-7
96485,96485,21,1,-9
96486,96486,16,1,-4
96487,96487,15,0,6
96488,96488,19,1,-7
96489,96489,18,0,3
96490,96490,20,0,1
96491,96491,9,0,12
96492,96492,17,2,-14
96493,96493,10,0,11
96494,96494,11,0,10
96495,96495,12,0,9
96496,96496,14,1,-2
96497,96497,23,1,-11
96498,96498,15,0,6
96499,96499,16,0,5
96500,96500,12,0,9
96501,96501,19,1,-7
96502,96502,13,1,-1
96503,96503,12,0,9
96504,96504,10,0,11
96505,96505,8,0,13
96506,96506,13,0,8
96507,96507,8,0,13
96508,96508,17,1,-5
96509,96509,15,0,6
96510,96510,9,0,12
96511,96511,13,0,8
96512,96512,8,0,13
96513,96513,22,2,-19
96514,96514,15,1,-3
96515,96515,19,2,-16
96516,96516,19,1,-7
96517,96517,14,0,7
96518,96518,14,0,7
96519,96519,17,0,4
96520,96520,15,0,6
96521,96521,14,0,7
96522,96522,22,2,-19
96523,96523,12,0,9
96524,96524,17,1,-5
96525,96525,11,0,10
96526,96526,14,0,7
96527,96527,12,0,9
96528,96528,14,1,-2
96529,96529,20,1,-8
96530,96530,15,0,6
96531,96531,20,2,-17
96532,96532,15,1,-3
96533,96533,15,0,6
96534,96534,12,0,9
96535,96535,11,0,10
96536,96536,14,0,7
96537,96537,13,0,8
96538,96538,14,0,7
96539,96539,15,0,6
96540,96540,17,2,-14
96541,96541,17,0,4
96542,96542,19,0,2
96543,96543,11,0,10
96544,96544,10,0,11
96545,96545,14,1,-2
96546,96546,15,0,6
96547,96547,16,1,-4
96548,96548,14,0,7
96549,96549,13,0,8
96550,96550,16,1,-4
96551,96551,16,0,5
96552,96552,17,1,-5
96553,96553,8,0,13
96554,96554,14,0,7
96555,96555,13,0,8
96556,96556,13,0,8
96557,96557,15,0,6
96558,96558,13,0,8
96559,96559,15,0,6
96560,96560,15,1,-3
96561,96561,15,0,6
96562,96562,16,1,-4
96563,96563,13,0,8
96564,96564,16,0,5
96565,96565,13,1,-1
96566,96566,18,0,3
96567,96567,20,0,1
96568,96568,17,0,4
96569,96569,19,2,-16
96570,96570,18,0,3
96571,96571,15,0,6
96572,96572,14,0,7
96573,96573,21,0,0
96574,96574,11,1,1
96575,96575,15,1,-3
96576,96576,9,0,12
96577,96577,19,0,2
96578,96578,14,0,7
96579,96579,16,2,-13
96580,96580,20,1,-8
96581,96581,22,2,-19
96582,96582,14,1,-2
96583,96583,11,0,10
96584,96584,22,1,-10
96585,96585,8,0,13
96586,96586,15,0,6
96587,96587,18,1,-6
96588,96588,11,0,10
96589,96589,19,0,2
96590,96590,19,0,2
96591,96591,15,1,-3
96592,96592,18,0,3
96593,96593,11,0,10
96594,96594,9,0,12
96595,96595,12,0,9
96596,96596,9,0,12
96597,96597,18,1,-6
96598,96598,12,0,9
96599,96599,20,2,-17
96600,96600,17,1,-5
96601,96601,11,0,10
96602,96602,14,0,7
96603,96603,16,2,-13
96604,96604,19,1,-7
96605,96605,16,2,-13
96606,96606,13,0,8
96607,96607,9,0,12
96608,96608,15,0,6
96609,96609,11,0,10
96610,96610,16,0,5
96611,96611,17,0,4
96612,96612,16,0,5
96613,96613,16,0,5
96614,96614,7,0,14
96615,96615,15,0,6
96616,96616,16,1,-4
96617,96617,8,0,13
96618,96618,19,1,-7
96619,96619,18,2,-15
96620,96620,16,0,5
96621,96621,12,0,9
96622,96622,17,0,4
96623,96623,18,0,3
96624,96624,15,1,-3
96625,96625,16,1,-4
96626,96626,17,0,4
96627,96627,16,3,-22
96628,96628,11,0,10
96629,96629,20,0,1
96630,96630,11,0,10
96631,96631,13,0,8
96632,96632,12,0,9
96633,96633,18,0,3
96634,96634,15,0,6
96635,96635,10,0,11
96636,96636,17,0,4
96637,96637,13,0,8
96638,96638,16,0,5
96639,96639,12,0,9
96640,96640,10,0,11
96641,96641,9,0,12
96642,96642,6,0,15
96643,96643,10,0,11
96644,96644,13,0,8
96645,96645,13,1,-1
96646,96646,21,1,-9
96647,96647,11,0,10
96648,96648,12,0,9
96649,96649,17,3,-23
96650,96650,17,0,4
96651,96651,18,1,-6
96652,96652,11,0,10
96653,96653,12,0,9
96654,96654,22,1,-10
96655,96655,12,1,0
96656,96656,18,1,-6
96657,96657,11,2,-8
96658,96658,17,0,4
96659,96659,11,0,10
96660,96660,16,0,5
96661,96661,14,1,-2
96662,96662,16,1,-4
96663,96663,11,0,10
96664,96664,13,0,8
96665,96665,15,2,-12
96666,96666,17,0,4
96667,96667,13,0,8
96668,96668,14,3,-20
96669,96669,14,1,-2
96670,96670,16,1,-4
96671,96671,17,0,4
96672,96672,12,0,9
96673,96673,19,2,-16
96674,96674,13,0,8
96675,96675,17,1,-5
96676,96676,18,0,3
96677,96677,21,1,-9
96678,96678,13,1,-1
96679,96679,15,0,6
96680,96680,16,0,5
96681,96681,11,0,10
96682,96682,10,1,2
96683,96683,12,0,9
96684,96684,13,0,8
96685,96685,11,0,10
96686,96686,16,1,-4
96687,96687,13,1,-1
96688,96688,14,0,7
96689,96689,14,0,7
96690,96690,17,0,4
96691,96691,9,0,12
96692,96692,22,3,-28
96693,96693,12,0,9
96694,96694,18,0,3
96695,96695,14,0,7
96696,96696,13,1,-1
96697,96697,26,2,-23
96698,96698,16,0,5
96699,96699,12,0,9
96700,96700,11,0,10
96701,96701,15,1,-3
96702,96702,16,1,-4
96703,96703,10,0,11
96704,96704,16,0,5
96705,96705,8,0,13
96706,96706,16,0,5
96707,96707,12,1,0
96708,96708,18,1,-6
96709,96709,14,0,7
96710,96710,18,2,-15
96711,96711,10,0,11
96712,96712,12,0,9
96713,96713,19,1,-7
96714,96714,16,1,-4
96715,96715,14,0,7
96716,96716,12,0,9
96717,96717,14,0,7
96718,96718,14,0,7
96719,96719,15,0,6
96720,96720,22,0,-1
96721,96721,10,0,11
96722,96722,6,0,15
96723,96723,10,0,11
96724,96724,15,0,6
96725,96725,8,1,4
96726,96726,17,0,4
96727,96727,14,0,7
96728,96728,17,0,4
96729,96729,18,1,-6
96730,96730,6,0,15
96731,96731,17,2,-14
96732,96732,16,1,-4
96733,96733,27,3,-33
96734,96734,18,0,3
96735,96735,17,1,-5
96736,96736,12,0,9
96737,96737,20,2,-17
96738,96738,20,0,1
96739,96739,11,0,10
96740,96740,17,0,4
96741,96741,10,0,11
96742,96742,14,0,7
96743,96743,11,1,1
96744,96744,24,3,-30
96745,96745,15,0,6
96746,96746,13,1,-1
96747,96747,11,0,10
96748,96748,22,1,-10
96749,96749,11,0,10
96750,96750,12,0,9
96751,96751,25,1,-13
96752,96752,13,1,-1
96753,96753,12,1,0
96754,96754,13,0,8
96755,96755,15,1,-3
96756,96756,15,0,6
96757,96757,16,1,-4
96758,96758,13,0,8
96759,96759,11,1,1
96760,96760,12,0,9
96761,96761,17,0,4
96762,96762,12,0,9
96763,96763,11,1,1
96764,96764,18,0,3
96765,96765,14,0,7
96766,96766,18,0,3
96767,96767,9,0,12
96768,96768,16,0,5
96769,96769,14,0,7
96770,96770,17,0,4
96771,96771,15,0,6
96772,96772,14,1,-2
96773,96773,18,1,-6
96774,96774,22,1,-10
96775,96775,18,0,3
96776,96776,13,0,8
96777,96777,16,0,5
96778,96778,19,1,-7
96779,96779,16,0,5
96780,96780,16,0,5
96781,96781,12,0,9
96782,96782,9,0,12
96783,96783,16,0,5
96784,96784,17,1,-5
96785,96785,14,0,7
96786,96786,9,0,12
96787,96787,16,1,-4
96788,96788,13,1,-1
96789,96789,13,0,8
96790,96790,16,0,5
96791,96791,13,1,-1
96792,96792,10,1,2
96793,96793,14,0,7
96794,96794,13,0,8
96795,96795,15,1,-3
96796,96796,18,0,3
96797,96797,13,1,-1
96798,96798,23,1,-11
96799,96799,11,0,10
96800,96800,16,1,-4
96801,96801,21,0,0
96802,96802,16,0,5
96803,96803,15,1,-3
96804,96804,9,0,12
96805,96805,15,1,-3
96806,96806,13,1,-1
96807,96807,12,0,9
96808,96808,12,0,9
96809,96809,9,0,12
96810,96810,19,0,2
96811,96811,15,0,6
96812,96812,9,0,12
96813,96813,16,2,-13
96814,96814,13,0,8
96815,96815,14,0,7
96816,96816,10,0,11
96817,96817,10,0,11
96818,96818,16,1,-4
96819,96819,11,0,10
96820,96820,12,1,0
96821,96821,18,2,-15
96822,96822,16,0,5
96823,96823,23,2,-20
96824,96824,19,2,-16
96825,96825,13,0,8
96826,96826,18,0,3
96827,96827,17,1,-5
96828,96828,13,0,8
96829,96829,9,0,12
96830,96830,10,0,11
96831,96831,11,0,10
96832,96832,14,0,7
96833,96833,7,0,14
96834,96834,15,0,6
96835,96835,13,1,-1
96836,96836,14,1,-2
96837,96837,17,1,-5
96838,96838,15,0,6
96839,96839,14,0,7
96840,96840,18,1,-6
96841,96841,18,0,3
96842,96842,19,2,-16
96843,96843,11,1,1
96844,96844,15,0,6
96845,96845,16,1,-4
96846,96846,11,0,10
96847,96847,18,2,-15
96848,96848,16,2,-13
96849,96849,14,0,7
96850,96850,17,0,4
96851,96851,10,0,11
96852,96852,17,0,4
96853,96853,18,0,3
96854,96854,12,0,9
96855,96855,13,1,-1
96856,96856,16,1,-4
96857,96857,12,1,0
96858,96858,15,0,6
96859,96859,21,1,-9
96860,96860,14,0,7
96861,96861,11,0,10
96862,96862,12,0,9
96863,96863,16,0,5
96864,96864,15,1,-3
96865,96865,19,1,-7
96866,96866,7,0,14
96867,96867,17,0,4
96868,96868,19,0,2
96869,96869,17,0,4
96870,96870,12,1,0
96871,96871,13,2,-10
96872,96872,13,1,-1
96873,96873,20,1,-8
96874,96874,15,1,-3
